title,instructor,rating,reviews_count,description,duration,what_you_learn,tag,level,price,thumbnail_url,external_id,scraped_date,url,video_hours,reading_count,assignment_count
Technical Support Fundamentals,Google Career Certificates,N/A,164004,"By the end of this course, you’ll be able to:
● understand how the binary system works
● assemble a computer from scratch
● choose and install an operating system on a computer
● understand what the Internet is, how it works, and the impact it has in the modern world
● learn how applications are created and how they work under the hood of a computer
● utilize common problem-solving methodologies and soft skills in an Information Technology setting",2 weeks at 10 hours a week,"Hardware Troubleshooting, Package and Software Management, Software Installation, Customer Support, Software Documentation, Computer Systems, Information Technology, Show all","Hardware Troubleshooting, Package and Software Management, Software Installation, Customer Support, Software Documentation",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~technical-support-fundamentals/XDP~COURSE!~technical-support-fundamentals.jpeg,technical-support-fundamentals,2026-04-26,https://www.coursera.org/learn/technical-support-fundamentals,302,35,20
Introduction to Generative AI,Google Cloud Training,N/A,11559,"This is an introductory level microlearning course aimed at explaining what Generative AI is, how it is used, and how it differs from traditional machine learning methods. It also covers Google Tools to help you develop your own Gen AI apps.",N/A,"Large Language Modeling, AI literacy, Google Cloud Platform, Artificial Intelligence, Deep Learning, Machine Learning Methods","Large Language Modeling, AI literacy, Google Cloud Platform, Artificial Intelligence, Deep Learning",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~introduction-to-generative-ai/XDP~COURSE!~introduction-to-generative-ai.jpeg,introduction-to-generative-ai,2026-04-26,https://www.coursera.org/learn/introduction-to-generative-ai,24,1,4
AI For Everyone,Andrew Ng,N/A,52234,"In this course, you will learn:

- The meaning behind common AI terminology, including neural networks, machine learning, deep learning, and data science
- What AI realistically can--and cannot--do
- How to spot opportunities to apply AI to problems in your own organization
- What it feels like to build machine learning and data science projects
- How to work with an AI team and build an AI strategy in your company
- How to navigate ethical and societal discussions surrounding AI

Though this course is largely non-technical, engineers can also take this course to learn the business aspects of AI.",N/A,"Responsible AI, AI Integrations, Artificial Neural Networks, Deep Learning, Data Ethics, AI literacy, AI Product Strategy, Artificial Intelligence, Data Science, Applied Machine Learning, Show all","Responsible AI, AI Integrations, Artificial Neural Networks, Deep Learning, Data Ethics",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~ai-for-everyone/XDP~COURSE!~ai-for-everyone.jpeg,ai-for-everyone,2026-04-26,https://www.coursera.org/learn/ai-for-everyone,263,7,4
IT Fundamentals for Business Profiles: Cybersecurity,N/A,N/A,N/A,"This is the fifth and last part of an introductory business information systems course, designed to introduce you to the amazing world of Information Technology. In this course, you will learn the basic concepts of information systems and their application with a focus on the legal, economical and social aspects of information technology.
By completing the five part series you will be prepared to pass the CLEP Information Systems and Computer Applications exam.",1 week,"Social Media, Cybersecurity, Digital Content, Email Security, Social Media Content, E-Commerce, Personally Identifiable Information, Security Awareness, Malware Protection, Information Privacy, Show all","Social Media, Cybersecurity, Digital Content, Email Security, Social Media Content",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~it-fundamentals-for-business-profiles-cybersecurity/XDP~COURSE!~it-fundamentals-for-business-profiles-cybersecurity.jpeg,it-fundamentals-for-business-profiles-cybersecurity,2026-04-26,https://www.coursera.org/learn/it-fundamentals-for-business-profiles-cybersecurity,N/A,5,41
IT Fundamentals for Business Profiles: Hardware,N/A,N/A,N/A,"Here, you’ll explore the fundamentals of computer hardware and networking. From understanding what a computer is and the difference between hardware and software, to learning about various networking technologies and devices, you’ll build a solid foundation in the systems that power our increasingly digital and interconnected world.

As the second part of a five-course series, completing it will help you prepare for the CLEP Information Systems and Computer Applications exam.",2 weeks,"Networking Hardware, Data Storage Technologies, Computer Architecture, Memory Management, Hardware Architecture, General Networking, Infrastructure Security, Peripheral Devices, Computer Systems, Show all","Networking Hardware, Data Storage Technologies, Computer Architecture, Memory Management, Hardware Architecture",Intermediate,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~it-fundamentals-for-business-profiles-hardware/XDP~COURSE!~it-fundamentals-for-business-profiles-hardware.jpeg,it-fundamentals-for-business-profiles-hardware,2026-04-26,https://www.coursera.org/learn/it-fundamentals-for-business-profiles-hardware,N/A,6,59
Planning and Managing Information Systems Development Part 2,Shirali Patel,N/A,N/A,"This course will provide an overview of the most popular information systems needs’ assessment methodologies including portfolio analysis, stage assessment, business systems planning. Topics include utilities Information Systems strategic plan prioritization techniques of business goal alignment, architectural compatibility, and cost/benefit and risk analysis demonstrating how businesses match needs to budgetary constraints. This course will describe and evaluate options for the placement of the Information Systems function within an organization and a variety of methods to manage the function.",2 weeks,"Project Portfolio Management, Procurement, Contract Negotiation, Resource Management, Project Management, Requirements Management, Business Analysis, Risk Management, Communication Strategies, Show all","Project Portfolio Management, Procurement, Contract Negotiation, Resource Management, Project Management",N/A,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~planning-and-managing-information-systems-development-part-2/XDP~COURSE!~planning-and-managing-information-systems-development-part-2.jpeg,planning-and-managing-information-systems-development-part-2,2026-04-26,https://www.coursera.org/learn/planning-and-managing-information-systems-development-part-2,31,275,6
Financial Markets,Robert Shiller,N/A,32152,"An overview of the ideas, methods, and institutions that permit human society to manage risks and foster enterprise.  Emphasis on financially-savvy leadership skills. Description of practices today and analysis of prospects for the future. Introduction to risk management and behavioral finance principles to understand the real-world functioning of securities, insurance, and banking industries.  The ultimate goal of this course is using such industries effectively and towards a better society.",3 weeks at 10 hours a week,"Financial Market, Governance, Portfolio Risk, Capital Markets, Risk Management, Investment Banking, Equities, Corporate Finance, Derivatives, Financial Industry Regulatory Authorities, Show all","Financial Market, Governance, Portfolio Risk, Capital Markets, Risk Management",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~financial-markets-global/XDP~COURSE!~financial-markets-global.jpeg,financial-markets-global,2026-04-26,https://www.coursera.org/learn/financial-markets-global,1109,1,26
Prompt Engineering for ChatGPT,Dr. Jules White,N/A,7828,"Large language models respond to instructions and questions posed by users in natural language statements, known as “prompts”. Although large language models will disrupt many fields, most users lack the skills to write effective prompts. Expert users, who understand how to write good prompts, are orders of magnitude more productive and can unlock significantly more creative uses for these tools. 

This course introduces students to the patterns and approaches for writing effective prompts for large language models.  Anyone can take the course and the only required knowledge is basic computer usage skills, such as using a browser and accessing ChatGPT. Students will start with basic prompts and build towards writing sophisticated prompts to solve problems in any domain. By the end of the course, students will have strong prompt engineering skills and be capable of using large language models for a wide range of tasks in their job, business, personal life, and education, such as writing, summarization, game play, planning, simulation, and programming.",2 weeks at 10 hours a week,"AI literacy, Prompt Patterns, Artificial Intelligence, LLM Application, Large Language Modeling, AI powered creativity, AI Enablement","AI literacy, Prompt Patterns, Artificial Intelligence, LLM Application, Large Language Modeling",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~prompt-engineering/XDP~COURSE!~prompt-engineering.jpeg,prompt-engineering,2026-04-26,https://www.coursera.org/learn/prompt-engineering,348,24,7
"Foundations: Data, Data, Everywhere",Google Career Certificates,N/A,122033,"Learners who complete this certificate program will be equipped to apply for introductory-level jobs as data analysts. No previous experience is necessary.

By the end of this course, learners will:
- Gain an understanding of the practices and processes employed by a junior or associate data analyst in their day-to-day job. 
- Learn about key analytical skills (data cleaning, data analysis, data visualization) and tools (spreadsheets, SQL, R programming, Tableau) that you can add to your professional toolbox. 
- Discover a wide variety of terms and concepts relevant to the role of a junior data analyst, such as the data life cycle and the data analysis process. 
- Evaluate the role of analytics in the data ecosystem. 
- Conduct an analytical thinking self-assessment. 
- Explore job opportunities available to you upon program completion, and learn about best practices you can leverage during your job search.",1 week at 10 hours a week,"Data Ethics, Tableau Software, Business Analytics, Data Visualization Software, Data Visualization, Data-Driven Decision-Making, Data Collection, Spreadsheet Software, Data Sharing, Show all","Data Ethics, Tableau Software, Business Analytics, Data Visualization Software, Data Visualization",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~foundations-data/XDP~COURSE!~foundations-data.jpeg,foundations-data,2026-04-26,https://www.coursera.org/learn/foundations-data,149,29,18
AI Fundamentals,Google Career Certificates,N/A,1329,"By the end of this course, you will:

• Adopt a new way of working with AI, moving beyond a simple task completer to a professional collaborator.
• Apply prompting techniques to brainstorm new ideas and build a library of reusable prompts for daily tasks.
• Practice prompt chaining to solve complex, multi-step problems. 
• Generate custom images by learning how to effectively communicate your creative vision. 
• Use responsible judgement to apply AI confidently.",N/A,"Artificial Intelligence, Prompt Patterns, AI Enablement, Responsible AI, AI Personalization, AI literacy, AI powered creativity, LLM Application, Data Synthesis, Data Literacy","Artificial Intelligence, Prompt Patterns, AI Enablement, Responsible AI, AI Personalization",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~google-ai-fundamentals/XDP~COURSE!~google-ai-fundamentals.jpeg,google-ai-fundamentals,2026-04-26,https://www.coursera.org/learn/google-ai-fundamentals,30,12,2
Foundations of Data Science and Statistical Methods,Wiley-Expert Edge Course Instructors,N/A,N/A,"You will develop essential skills such as data exploration, collection, and statistical analysis, helping you draw meaningful insights from datasets. By applying these skills, you will be well-equipped to handle complex data challenges in real-world scenarios.

This course combines theoretical concepts with practical applications to ensure learners are prepared for hands-on data analysis tasks. Through practical exercises, you'll be able to apply these methods to solve real-world data problems effectively.

Ideal for individuals new to the field, this course will benefit aspiring data scientists, analysts, and anyone interested in understanding the power of data. No prior experience is required, making it accessible to those starting their data science journey.

This course is part one of a three-course Specialization designed to provide a comprehensive learning pathway in this subject area. While it delivers standalone value and practical skills, learners seeking a more integrated and in-depth progression may benefit from completing the full Specialization.

From CompTIA DataX Study Guide Copyright © 2024 by John Wiley & Sons, Inc. All rights, including for text and data mining, AI training, and similar technologies, are reserved. Used by arrangement with John Wiley & Sons, Inc.",N/A,"Data Collection, Calculus, Machine Learning, Data Pipelines, Data-Driven Decision-Making, Interactive Data Visualization, Data Quality, Data Science, Probability Distribution, Show all","Data Collection, Calculus, Machine Learning, Data Pipelines, Data-Driven Decision-Making",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~wiley-foundations-of-data-science-and-statistical-methods/XDP~COURSE!~wiley-foundations-of-data-science-and-statistical-methods.jpeg,wiley-foundations-of-data-science-and-statistical-methods,2026-04-26,https://www.coursera.org/learn/wiley-foundations-of-data-science-and-statistical-methods,4,33,4
Hands-On Data Science with PyTorch & Pandas,Packt - Course Instructors,N/A,N/A,"A smarter way to learn with interactive, real-time conversations that help you test your knowledge, challenge assumptions, and deepen your understanding as you progress through the course.

Data science is transforming how organizations analyze information, build intelligent systems, and create interactive data applications. In this course, you will gain hands-on experience using Python tools such as PyTorch, Pandas-style data workflows, and Shiny for Python to build powerful data-driven applications. You will learn how to visualize data, create dashboards, and implement machine learning workflows using modern data science tools and libraries.

The course begins by introducing interactive data applications using Shiny. You will learn how to design responsive user interfaces, implement inputs and outputs, and deploy interactive apps directly from development environments like VSCode. Through guided demonstrations and official Shiny examples, you will understand how real-world dashboards and analytical tools are built for data exploration.

Next, the course walks you through building a complete CSV data dashboard. You will implement file uploads, compute quick statistics, and create dynamic visualizations such as histograms, bar charts, and pie charts. By the end of this section, you will understand how to transform raw data into interactive visual insights.

In the final modules, you will explore PyTorch fundamentals, including tensors, broadcasting, indexing, GPU acceleration",N/A,"Application Development, Machine Learning Methods, Interactive Data Visualization, Data Science, Data Visualization, Computer Programming, User Interface (UI), Image Analysis, Show all","Application Development, Machine Learning Methods, Interactive Data Visualization, Data Science, Data Visualization",Intermediate,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~packt-hands-on-data-science-with-pytorch-pandas-babwx/XDP~COURSE!~packt-hands-on-data-science-with-pytorch-pandas-babwx.jpeg,packt-hands-on-data-science-with-pytorch-pandas-babwx,2026-04-26,https://www.coursera.org/learn/packt-hands-on-data-science-with-pytorch-pandas-babwx,244,N/A,8
Data Science and Machine Learning for Business Professionals,Wiley-Expert Edge Course Instructors,N/A,N/A,"By taking this course, you'll build both technical knowledge and professional judgment in data-driven decision-making. You'll gain the ability to challenge assumptions, evaluate machine learning techniques, and apply statistical principles to real-world data to derive meaningful insights.

What makes this course unique is its blend of theory and real-world applications. It equips you with a comprehensive understanding of data science and machine learning methods, while emphasizing practical strategies and effective communication to non-technical stakeholders.

This course is designed for professionals, students, or aspiring data practitioners with a basic understanding of data concepts. Whether you're in business, technology, or analytics, the course is perfect for anyone looking to enhance their data analysis skills without requiring advanced math or programming knowledge.

From Becoming a Data Head
Copyright © 2021 by John Wiley and Sons Inc Indianapolis Indiana
Used by arrangement with John Wiley and Sons Inc",1 week,"Data Analysis, Analytical Skills, Communication, Data Visualization, Data Literacy, Machine Learning Methods, Statistics, Unstructured Data, Data Collection, Probability, Statistical Inference, Show all","Data Analysis, Analytical Skills, Communication, Data Visualization, Data Literacy",Intermediate,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~wiley-data-science-and-machine-learning-for-business-professionals/XDP~COURSE!~wiley-data-science-and-machine-learning-for-business-professionals.jpeg,wiley-data-science-and-machine-learning-for-business-professionals,2026-04-26,https://www.coursera.org/learn/wiley-data-science-and-machine-learning-for-business-professionals,16,53,15
Foundations of Project Management,Google Career Certificates,N/A,101018,"Learners who complete this program should be equipped to apply for introductory-level jobs as project managers. No previous experience is necessary.

By the end of this course, you will be able to:
- Define project management and describe what constitutes a project.
- Explore project management roles and responsibilities across a variety of industries.
- Detail the core skills that help a project manager be successful.
- Describe the life cycle of a project and explain the significance of each phase.
- Compare different program management methodologies and approaches and determine which is most effective for a given project.
- Define organizational structure and culture and explain how it impacts project management. 
- Define change management and describe the role of the project manager in the process.
- Explore use-cases for generative AI in project management",1 week at 10 hours a week,"Project Planning, Project Management, Organizational Structure, Agile Project Management, Project Management Life Cycle, Organizational Change, Change Management, Project Coordination, Show all","Project Planning, Project Management, Organizational Structure, Agile Project Management, Project Management Life Cycle",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~project-management-foundations/XDP~COURSE!~project-management-foundations.jpeg,project-management-foundations,2026-04-26,https://www.coursera.org/learn/project-management-foundations,163,24,16
Drive Business Results,Harvard Business Review,N/A,N/A,"This course bridges the gap between daily operations and high-level strategy, teaching you how to manage resources effectively and advocate for new opportunities. You’ll gain a solid foundation in finance to interpret company health, manage budgets, and evaluate investment returns. Additionally, you’ll learn to build and present compelling business cases that align with organizational goals, assess risks, and secure stakeholder buy-in for your initiatives.",2 weeks,"Stakeholder Communications, Business Development, Financial Acumen, Financial Analysis, Risk Analysis, Return On Investment, Stakeholder Management, Expense Management, Business Risk Management, Show all","Stakeholder Communications, Business Development, Financial Acumen, Financial Analysis, Risk Analysis",Intermediate,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~drive-business-results/XDP~COURSE!~drive-business-results.jpeg,drive-business-results,2026-04-26,https://www.coursera.org/learn/drive-business-results,64,81,4
Boost Your Business Skills,Harvard Business Review,N/A,N/A,"In this course, you’ll learn how to prepare a clear, robust, and persuasive business plan that helps you achieve specific goals. You’ll also dive into the basics of budgeting to gain the skills you need to keep your projects on track and maximize your team’s impact.",1 week,"Resource Allocation, Competitive Analysis, Organizational Strategy, Goal Setting, Capital Budgeting, Marketing Strategies, Financial Planning, Marketing Operations, Business Planning, Show all","Resource Allocation, Competitive Analysis, Organizational Strategy, Goal Setting, Capital Budgeting",Intermediate,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~boost-your-business-skills/XDP~COURSE!~boost-your-business-skills.jpeg,boost-your-business-skills,2026-04-26,https://www.coursera.org/learn/boost-your-business-skills,61,66,4
AI for Business Leaders,N/A,N/A,N/A,"The Maryland Smith AI for Business Leaders course is designed for business leaders who seek to leverage predictive AI and machine learning to improve their business. The goal is to help you build a deeper appreciation for the possibilities of these exciting new technologies while recognizing their limitations and potential pitfalls. We will walk you through a series of domain driven applications. We will leverage the expertise and research prowess of Maryland Smith’s faculty to examine the role AI plays in the domains of Supply Chain, Healthcare, Finance, Marketing and People Analytics. While the domains are specific, the applicability of the concepts are broad to cover all business areas.",2 weeks,"Forecasting, AI Personalization, Responsible AI, AI Enablement, Data-Driven Marketing, Business Risk Management, Business Analytics, Risk Management, Business Leadership, Show all","Forecasting, AI Personalization, Responsible AI, AI Enablement, Data-Driven Marketing",Intermediate,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~ai-for-business-leaders/XDP~COURSE!~ai-for-business-leaders.jpeg,ai-for-business-leaders,2026-04-26,https://www.coursera.org/learn/ai-for-business-leaders,229,15,6
Business Development To Grow Through Strategic Relationships,Alex Genadinik,N/A,N/A,"LEARN HOW TO ALIGN AND STRUCTURE DEALS

See examples of how to take a hopeless business situation, and reverse it using business development that helps you partner with with the right kinds of companies that can help you.

EMPHASIS ON THE QUALITY OF RELATIONSHIPS

The emphasis of this course will be on quality of the most important business relationships rather than many mediocre relationships.

Anyone can send out mass spam-like email campaigns hoping to get a few responses. But those aren't too well targeted, and typically yield poor results. 

The best results come from fostering a few wisely chosen business relationships with the right people. If your relationships with the right people grow over time, it will lead to many big deals where everyone wins.

GET INTO GOOD DEALS

It's not enough just to do business development (sometimes referred to as biz dev), you also have to negotiate a good deal for your business, and the business you are partnering with. So in this course, you will also learn the common negotiation tactics where both parties win.",N/A,"Business Relationship Management, Professional Networking, Relationship Management, Proposal Development, Business Strategies, Personalized Campaigns, Strategic Partnership, Negotiation, Show all","Business Relationship Management, Professional Networking, Relationship Management, Proposal Development, Business Strategies",N/A,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~business-development/XDP~COURSE!~business-development.jpeg,business-development,2026-04-26,https://www.coursera.org/learn/business-development,138,N/A,2
The Bits and Bytes of Computer Networking,Google Career Certificates,N/A,52517,"By the end of this course, you’ll be able to:
● describe computer networks in terms of a five-layer model
● understand all of the standard protocols involved with TCP/IP communications
● grasp powerful network troubleshooting tools and techniques
● learn network services like DNS and DHCP that help make computer networks run
● understand cloud computing, everything as a service, and cloud storage",2 weeks at 10 hours a week,"Network Routers, Network Administration, Network Routing, Data Integrity, Network Model, TCP/IP, Networking Hardware, Network Security, Network Protocols, Network Troubleshooting, Computer Networking, Show all","Network Routers, Network Administration, Network Routing, Data Integrity, Network Model",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~computer-networking/XDP~COURSE!~computer-networking.jpeg,computer-networking,2026-04-26,https://www.coursera.org/learn/computer-networking,311,28,31
Operating Systems and You: Becoming a Power User,Google Career Certificates,N/A,29434,"By the end of this course you’ll be able to:
● navigate the Windows and Linux filesystems using a graphical user interface and command line interpreter
● set up users, groups, and permissions for account access
● install, configure, and remove software on the Windows and Linux operating systems
● configure disk partitions and filesystems
● understand how system processes work and how to manage them
● work with system logs and remote connection tools
● utilize operating system knowledge to troubleshoot common issues in an IT Support Specialist role",3 weeks at 10 hours a week,"Operating System Administration, Package and Software Management, Technical Support and Services, Desktop Support, File Systems, OS Process Management, System Support, Systems Administration, Show all","Operating System Administration, Package and Software Management, Technical Support and Services, Desktop Support, File Systems",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~os-power-user/XDP~COURSE!~os-power-user.jpeg,os-power-user,2026-04-26,https://www.coursera.org/learn/os-power-user,306,74,18
System Administration and IT Infrastructure Services,Google Career Certificates,N/A,26430,"This course will transition you from working on a single computer to an entire fleet. Systems administration is the field of IT that’s responsible for maintaining reliable computers systems in a multi-user environment. In this course, you’ll learn about the infrastructure services that keep all organizations, big and small, up and running. We’ll deep dive on cloud so that you’ll understand everything from typical cloud infrastructure setups to how to manage cloud resources. You'll also learn how to manage and configure servers and how to use industry tools to manage computers, user information, and user productivity. Finally, you’ll learn how to recover your organization’s IT infrastructure in the event of a disaster.",2 weeks at 10 hours a week,"Cloud Services, Technical Consulting, Information Technology, System Configuration, Disaster Recovery, Cloud Computing, Data Maintenance, Systems Administration, Servers, Infrastructure Architecture, Show all","Cloud Services, Technical Consulting, Information Technology, System Configuration, Disaster Recovery",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~system-administration-it-infrastructure-services/XDP~COURSE!~system-administration-it-infrastructure-services.jpeg,system-administration-it-infrastructure-services,2026-04-26,https://www.coursera.org/learn/system-administration-it-infrastructure-services,271,57,20
IT Security: Defense against the digital dark arts,Google Career Certificates,N/A,25996,"This course covers a wide variety of IT security concepts, tools, and best practices. It introduces threats and attacks and the many ways they can show up. We’ll give you some background of encryption algorithms and how they’re used to safeguard data. Then, we’ll dive into the three As of information security: authentication, authorization, and accounting. We’ll also cover network security solutions, ranging from firewalls to Wifi encryption options. The course is rounded out by putting all these elements together into a multi-layered, in-depth security architecture, followed by recommendations on how to integrate a culture of security into your organization or team.",2 weeks at 10 hours a week,"Malware Protection, Cryptographic Protocols, Security Controls, Authorization (Computing), Computer Security Awareness Training, Information Systems Security, Threat Management, Show all","Malware Protection, Cryptographic Protocols, Security Controls, Authorization (Computing), Computer Security Awareness Training",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~it-security/XDP~COURSE!~it-security.jpeg,it-security,2026-04-26,https://www.coursera.org/learn/it-security,341,59,26
Accelerate Your Job Search with AI,Google Career Certificates,N/A,4776,"All Google Career Certificates now include an optional course, Accelerate Your Job Search with AI. This course was designed by experts at Google and informed by employers, workforce nonprofits, and educational institutions, to help you navigate your path to your next role more efficiently and confidently. No matter where you are on your job search  journey—whether you're just starting out, seeking a new challenge, or ready for your next career move—this course is for everyone.",N/A,"Web Presence, Prompt Engineering Tools, Branding, Professional Development, Interviewing Skills, AI literacy","Web Presence, Prompt Engineering Tools, Branding, Professional Development, Interviewing Skills",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~accelerate-your-job-search-with-ai/XDP~COURSE!~accelerate-your-job-search-with-ai.jpeg,accelerate-your-job-search-with-ai,2026-04-26,https://www.coursera.org/learn/accelerate-your-job-search-with-ai,94,10,18
Introduction to Software Engineering,N/A,N/A,4657,"Learn about the power of the Software Development Lifecycle (SDLC), and modern software development frameworks methodologies like Agile and Scrum. Explore fundamental programming principles and foundations of design, architecture, and deployment. The course offers a number of labs that will help you get important hands-on experience. These include getting started with an IDE, the basics of programming in Python, and Hello World in 10 languages.

The field of software engineering is growing at an estimated rate of 22% according to the US Bureau of Labor and Statistics. In addition to aspiring software engineers, front-end, back-end, full-stack developers, and DevOps professionals, this course is also suitable for those in related careers such as Product and Project Managers, IT Managers, Information Developers, UI/UX designers, and others who communicate and interact with software engineers.

You will learn about the different job opportunities and possible career paths in software engineering and hear from industry professionals about their daily work.
Software engineering professionals are in great demand, and now is the right time to learn more about this exciting domain. Start by enrolling now!",2 weeks at 10 hours a week,"Software Design Patterns, Software Development Methodologies, Web Design and Development, Software Development Tools, Front-End Web Development, Software Architecture, Software Engineering, Show all","Software Design Patterns, Software Development Methodologies, Web Design and Development, Software Development Tools, Front-End Web Development",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~introduction-to-software-engineering/XDP~COURSE!~introduction-to-software-engineering.jpeg,introduction-to-software-engineering,2026-04-26,https://www.coursera.org/learn/introduction-to-software-engineering,297,7,17
Introduction to Cloud Computing,Rav Ahuja,N/A,7724,"In this course you’ll learn about essential characteristics of cloud computing and emerging technologies supported by cloud. You’ll explore cloud service models, including Infrastructure as a Service (IaaS), Platform as a Service (PaaS), Software as a Service (SaaS), and Public, Private, and Hybrid deployment models. 

Discover the offerings of prominent cloud service providers AWS, Google, IBM, Microsoft, and others, and review cloud computing case studies. Learn about cloud adoption, blockchain, analytics, and AI. 

You will learn about the many components of cloud computing architecture including datacenters, availability zones, virtual machines, containers, and bare metal servers. You will also familiarize yourself with different types of cloud storage options, such as Object Storage. 

You’ll gain foundational knowledge of emergent cloud trends and practices including Hybrid, Multicloud, Microservices, Serverless, DevOps, Cloud Native, Application Modernization, as well as learn about cloud security and monitoring. You’ll also explore cloud computing job roles and possible career paths and opportunities. 

You will complete a number of labs and quizzes throughout this course to increase your understanding of course content. At the end of the course, you will complete a final project where you will deploy an application to Cloud using a serverless architecture, a valuable addition to your portfolio. 

After this course, check out the related courses to help you towards yo",1 week at 10 hours a week,"Cloud Computing, Cloud Services, Serverless Computing, DevOps, Cloud Security, Cloud Platforms, Emerging Technologies, Cloud Computing Architecture, Hybrid Cloud Computing, Microservices, Show all","Cloud Computing, Cloud Services, Serverless Computing, DevOps, Cloud Security",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~introduction-to-cloud/XDP~COURSE!~introduction-to-cloud.jpeg,introduction-to-cloud,2026-04-26,https://www.coursera.org/learn/introduction-to-cloud,274,29,17
