title,instructor,rating,reviews_count,description,duration,what_you_learn,tag,level,price,thumbnail_url,external_id,scraped_date,url,video_hours,reading_count,assignment_count
Data Warehouse Fundamentals,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,570000,N/A,N/A,2026-04-26,https://www.coursera.org/learn/data-warehouse-fundamentals,N/A,N/A,N/A
BI Dashboards with IBM Cognos Analytics and Google Looker,N/A,N/A,39,"The course introduces you to the features and capabilities of IBM Cognos Analytics and Google Looker Studio. You’ll learn the basics of visualizing data without writing code, plus how use both to create interactive dashboards.
 
You’ll also gain practical experience through hands-on labs, and you’ll complete a final project in which you’ll create data visualizations and an interactive dashboard that you can share with prospective employers to highlight your skills.
 
If you’re looking to get started as a data analyst, BI analyst or data warehouse specialist, this course provides the ideal introduction to two high profile tools used in these roles. Enroll in this self-paced course today, and develop valuable BI Dashboard skills you can talk about in interviews.",1 week,"Dashboard Creation, Data Visualization Software, Analytics, Business Intelligence, Data Presentation, Interactive Data Visualization, Data Visualization, IBM Cognos Analytics, Looker (Software), Show all","Dashboard Creation, Data Visualization Software, Analytics, Business Intelligence, Data Presentation",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~bi-dashboards-with-ibm-cognos-analytics-and-google-looker/XDP~COURSE!~bi-dashboards-with-ibm-cognos-analytics-and-google-looker.jpeg,bi-dashboards-with-ibm-cognos-analytics-and-google-looker,2026-04-26,https://www.coursera.org/learn/bi-dashboards-with-ibm-cognos-analytics-and-google-looker,65,7,5
Introduction to NoSQL Databases,N/A,N/A,380,"You will start this course by learning the history and the basics of NoSQL databases  (document, key-value, column, and graph) and discover their key characteristics and benefits. You will learn about the four categories of NoSQL databases and how they differ. You’ll also explore the differences between the ACID and BASE consistency models, the pros and cons of distributed systems, and when to use RDBMS and NoSQL.  You will also learn about vector databases, an emerging class of databases popular in AI. 

Next, you will explore the architecture and features of several implementations of NoSQL databases, namely MongoDB, Cassandra, and IBM Cloudant. You will learn about the common tasks that they each perform and their key and defining characteristics.  

You will then get hands-on experience using those NoSQL databases to perform standard database management tasks, such as creating and replicating databases, loading and querying data, modifying database permissions, indexing and aggregating data, and sharding (or partitioning) data.  

At the end of this course, you will complete a final project where you will apply all your knowledge of the course content to a specific scenario and work with several NoSQL databases. This course suits anyone wanting to expand their Data Management and Information Technology skill set.",2 weeks at 10 hours a week,"Database Theory, Distributed Computing, Information Management, Data Manipulation, Database Management, Database Development, Database Architecture and Administration, Database Administration, Show all","Database Theory, Distributed Computing, Information Management, Data Manipulation, Database Management",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~introduction-to-nosql-databases/XDP~COURSE!~introduction-to-nosql-databases.jpeg,introduction-to-nosql-databases,2026-04-26,https://www.coursera.org/learn/introduction-to-nosql-databases,219,11,15
Introduction to Big Data with Spark and Hadoop,N/A,N/A,479,"Bernard Marr defines big data as the digital trace that we are generating in this digital era. You will start the course by understanding what big data is and exploring how insights from big data can be harnessed for a variety of use cases. You’ll also explore how big data uses technologies like parallel processing, scaling, and data parallelism. 

Next, you will learn about Hadoop, an open-source framework that allows for the distributed processing of large data and its ecosystem. You will discover important applications that go hand in hand with Hadoop, like Distributed File System (HDFS), MapReduce, and HBase. You will become familiar with Hive, a data warehouse software that provides an SQL-like interface to efficiently query and manipulate large data sets.  

You’ll then gain insights into Apache Spark, an open-source processing engine that provides users with new ways to store and use big data. In this course, you will discover how to leverage Spark to deliver reliable insights. The course provides an overview of the platform, going into the components that make up Apache Spark.  

You’ll learn about DataFrames and perform basic DataFrame operations and work with SparkSQL. Explore how Spark processes and monitors the requests your application submits and how you can track work using the Spark Application UI.  

This course has several hands-on labs to help you apply and practice the concepts you learn. You will complete Hadoop and Spark labs using various tools and tech",2 weeks at 10 hours a week,"Performance Tuning, Debugging, Distributed Computing, Open Source Technology, Big Data, Data Processing, Development Environment, Data Transformation, Scalability","Performance Tuning, Debugging, Distributed Computing, Open Source Technology, Big Data",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~introduction-to-big-data-with-spark-hadoop/XDP~COURSE!~introduction-to-big-data-with-spark-hadoop.jpeg,introduction-to-big-data-with-spark-hadoop,2026-04-26,https://www.coursera.org/learn/introduction-to-big-data-with-spark-hadoop,198,10,14
Machine Learning with Apache Spark,N/A,N/A,114,"Start by learning ML fundamentals before unlocking the power of Apache Spark to build and deploy ML models for data engineering applications. Dive into supervised and unsupervised learning techniques and discover the revolutionary possibilities of Generative AI through instructional readings and videos.

Gain hands-on experience with Spark structured streaming, develop an understanding of data engineering and ML pipelines, and become proficient in evaluating ML models using SparkML.  

In practical labs, you'll utilize SparkML for regression, classification, and clustering, enabling you to construct prediction and classification models. Connect to Spark clusters, analyze SparkSQL datasets, perform ETL activities, and create ML models using Spark ML and sci-kit learn. Finally, demonstrate your acquired skills through a final assignment. 

This intermediate course is suitable for aspiring and experienced data engineers, as well as working professionals in data analysis and machine learning. Prior knowledge in Big Data, Hadoop, Spark, Python, and ETL is highly recommended for this course.",2 weeks at 10 hours a week,"Unsupervised Learning, Machine Learning, Extract, Transform, Load, Regression Analysis, Predictive Modeling, Data Pipelines, Data Transformation, Data Processing, Model Evaluation, Show all","Unsupervised Learning, Machine Learning, Extract, Transform, Load",Intermediate,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~machine-learning-with-apache-spark/XDP~COURSE!~machine-learning-with-apache-spark.jpeg,machine-learning-with-apache-spark,2026-04-26,https://www.coursera.org/learn/machine-learning-with-apache-spark,133,13,7
Data Engineering Capstone Project,N/A,N/A,143,"You will demonstrate your knowledge of Data Engineering by assuming the role of a Junior Data Engineer who has recently joined an organization and be presented with a real-world use case that requires architecting and implementing a data analytics platform. 

In this Capstone project you will complete numerous hands-on labs. You will create and query data repositories using relational and NoSQL databases such as MySQL and MongoDB. You’ll also design and populate a data warehouse using PostgreSQL and IBM Db2 and write queries to perform Cube and Rollup operations.  

You will generate reports from the data in the data warehouse and build a dashboard using Cognos Analytics. You will also show your proficiency in Extract, Transform, and Load (ETL) processes by creating data pipelines for moving data from different repositories. You will perform big data analytics using Apache Spark to make predictions with the help of a machine learning model. 

This course is the final course in the IBM Data Engineering Professional Certificate. It is recommended that you complete all the previous courses in this Professional Certificate before starting this course.",2 weeks,"Database Architecture and Administration, Big Data, Data Warehousing, SQL, Data Integration, Business Intelligence, Data Pipelines, IBM Cognos Analytics, Databases, Extract, Transform, Load, Analytics, Show all","Database Architecture and Administration, Big Data, Data Warehousing, SQL, Data Integration",Advanced,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~data-enginering-capstone-project/XDP~COURSE!~data-enginering-capstone-project.jpeg,data-enginering-capstone-project,2026-04-26,https://www.coursera.org/learn/data-enginering-capstone-project,4,14,14
Generative AI: Elevate your Data Engineering Career,N/A,N/A,60,"Data engineering is responsible for building strong data pipelines, managing data infrastructure, and ensuring high-quality data evaluation.

This course is suitable for existing and aspiring data engineers, data warehousing specialists, and other data professionals such as data analysts, data scientists and BI analysts. 

You will learn how to use and apply generative models for tasks such as architecture design, database querying, data warehouse schema design, data augmentation, data pipelines, ETL workflows, data analysis and mining, data lakehouse, and data repositories. You will also explore challenges and ethical considerations associated with using Generative AI.

Demonstrate your new generative AI skills in a hands-on data engineering project that you can apply in your real-life profession.

Then, complete your final quiz to earn your certificate. You can share both your project and certificate with your current or prospective employers.",1 week,"Database Design, Convolutional Neural Networks, Data Architecture, Data Warehousing, Data Synthesis, Data Infrastructure, Data Pipelines, Data Ethics, Data Mining, Generative Model Architectures, Show all","Database Design, Convolutional Neural Networks, Data Architecture, Data Warehousing, Data Synthesis",Intermediate,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~generative-ai-elevate-your-data-engineering-career/XDP~COURSE!~generative-ai-elevate-your-data-engineering-career.jpeg,generative-ai-elevate-your-data-engineering-career,2026-04-26,https://www.coursera.org/learn/generative-ai-elevate-your-data-engineering-career,132,5,7
Data Engineering Career Guide and Interview Preparation,IBM Skills Network Team,N/A,102,"This course is designed to prepare you to enter the job market as a data engineer. It provides guidance about the regular functions and tasks of data engineers and their place in the data ecosystem, as well as the opportunities of the profession and some options for career development. It explains practical techniques for creating essential job-seeking materials such as a resume and a portfolio, as well as auxiliary tools like a cover letter and an elevator pitch. You will learn how to find and assess prospective job positions, apply to them, and lay the groundwork for interviewing. You will also get inside tips and steps you can use to perform professionally and effectively at interviews. Let seasoned professionals share their experience to help you get ahead of the competition.",1 week,"Interviewing Skills, Professional Networking, Technical Communication","Interviewing Skills, Professional Networking, Technical Communication",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~data-engineering-career-guide-and-interview-preparation/XDP~COURSE!~data-engineering-career-guide-and-interview-preparation.jpeg,data-engineering-career-guide-and-interview-preparation,2026-04-26,https://www.coursera.org/learn/data-engineering-career-guide-and-interview-preparation,184,6,6
Introduction to Large Language Models,Google Cloud Training,N/A,1407,"This is an introductory level micro-learning course that explores what large language models (LLM) are, the use cases where they can be utilized, and how you can use prompt tuning to enhance LLM performance. It also covers Google tools to help you develop your own Gen AI apps.",N/A,"LLM Application, Large Language Modeling","LLM Application, Large Language Modeling",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~introduction-to-large-language-models/XDP~COURSE!~introduction-to-large-language-models.jpeg,introduction-to-large-language-models,2026-04-26,https://www.coursera.org/learn/introduction-to-large-language-models,15,1,1
Introduction to Responsible AI,Google Cloud Training,N/A,992,"This is an introductory-level microlearning course aimed at explaining what responsible AI is, why it's important, and how Google implements responsible AI in their products. It also introduces Google's 7 AI principles.",N/A,"Artificial Intelligence, Data Ethics, AI literacy, Responsible AI, Accountability, Compliance Training","Artificial Intelligence, Data Ethics, AI literacy, Responsible AI, Accountability",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~introduction-to-responsible-ai/XDP~COURSE!~introduction-to-responsible-ai.jpeg,introduction-to-responsible-ai,2026-04-26,https://www.coursera.org/learn/introduction-to-responsible-ai,8,N/A,1
Responsible AI: Applying AI Principles with Google Cloud,Google Cloud Training,N/A,1022,"As the use of enterprise Artificial Intelligence and Machine Learning continues to grow, so too does the importance of building it responsibly. A challenge for many is that talking about responsible AI can be easier than putting it into practice. If you’re interested in learning how to operationalize responsible AI in your organization, this course is for you. 

In this course, you will learn how Google Cloud does this today, together with best practices and lessons learned, to serve as a framework for you to build your own responsible AI approach.",N/A,"Accountability, Responsible AI, Business Ethics, Ethical Standards And Conduct, Artificial Intelligence, Stakeholder Analysis, AI literacy, Data Ethics","Accountability, Responsible AI, Business Ethics, Ethical Standards And Conduct, Artificial Intelligence",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~responsible-ai-applying-ai-principles-with-google-cloud/XDP~COURSE!~responsible-ai-applying-ai-principles-with-google-cloud.jpeg,responsible-ai-applying-ai-principles-with-google-cloud,2026-04-26,https://www.coursera.org/learn/responsible-ai-applying-ai-principles-with-google-cloud,106,2,2
Product Management: An Introduction,N/A,N/A,1366,"This introductory course is a valuable investment for those looking to start a career in product management.   

Learn key product management concepts such as the product lifecycle, personas, value creation, and SWOT analysis. Gain an understanding of the job opportunities in product management and the industry-standard Guide to the Product Management Body of Knowledge, ProdBoK®.   

The hands-on labs provide opportunities to investigate product management in simulated real-world settings. You’ll hear from industry experts discussing their points of view, so you learn about their first-hand experiences.   

This course is the first in a series of courses, which, once completed, will earn you the IBM Product Management Professional Certificate. Anyone can take this beginner-level course, which does not require any prior Product Management skills or background.",2 weeks at 10 hours a week,"New Product Development, Project Management, Value Propositions, Product Lifecycle Management, Product Management, Portfolio Management, Product Development, Product Strategy, Competitive Analysis","New Product Development, Project Management, Value Propositions, Product Lifecycle Management, Product Management",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~product-management-an-introduction/XDP~COURSE!~product-management-an-introduction.jpeg,product-management-an-introduction,2026-04-26,https://www.coursera.org/learn/product-management-an-introduction,212,22,11
Product Management: Foundations & Stakeholder Collaboration,N/A,N/A,374,"They are responsible for understanding market requirements, defining product objectives and features, and overseeing the entire product lifecycle from conception to its release.

This course will provide you with valuable skills in fostering productive collaborations, engaging stakeholders effectively, and enhancing communication abilities.

You will learn about Kotler's Five Levels of product and market segmentation. In addition, you’ll explore the product manager's role in business development, SWOT analysis, and Porter's Five Forces Model for market assessment.

The course also helps you understand the concepts of innovation and ideation and equip you with crucial skills for effective communication and teamwork in the field of Product Management.

Throughout this course, several product management experts will share their insights and experiences in product management. Practice quizzes and graded quizzes will test your knowledge. You will be able to apply the concepts learned in the course in a final project.

This course is suitable for anyone who aspires to apply for product management jobs. It requires no prior experience or knowledge of product management.",2 weeks at 10 hours a week,"Market Analysis, Innovation, Business Strategy, New Business Development, Stakeholder Management, Stakeholder Engagement, Product Lifecycle Management, Product Development, Leadership, Show all","Market Analysis, Innovation, Business Strategy, New Business Development, Stakeholder Management",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~product-management-foundations-and-stakeholder-collaboration/XDP~COURSE!~product-management-foundations-and-stakeholder-collaboration.jpeg,product-management-foundations-and-stakeholder-collaboration,2026-04-26,https://www.coursera.org/learn/product-management-foundations-and-stakeholder-collaboration,219,9,13
Product Management: Initial Product Strategy and Plan,N/A,N/A,202,"This course will provide an overview of the Product Management Lifecycle. You will then learn about the Product Conceive and Plan phases in detail. You will discover tools and techniques used in product concept identification. In addition, you will acquire skills to work with SWOT analysis and the Product Concept document. 

The course also prepares you to establish a team and develop a project charter. Hands-on labs will help you practice working on market and solution analysis using a Market Requirement Document. You will also investigate a product business case and perform a financial analysis. 

Throughout this course, several product management experts will share their insights and experiences in product management. Practice quizzes and graded quizzes will test your knowledge. You will be able to apply the concepts learned in the course in a final project. 

This course is suitable for anyone who aspires to apply for product management jobs and understand various lifecycles used in product management, including agile. It does not require any prior degree.",2 weeks at 10 hours a week,"Team Management, Project Documentation, Product Lifecycle Management, Product Planning, Product Strategy, Product Roadmaps, User Requirements Documents, New Product Development, Business Planning, Show all","Team Management, Project Documentation, Product Lifecycle Management, Product Planning, Product Strategy",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~product-management-initial-product-strategy-and-plan/XDP~COURSE!~product-management-initial-product-strategy-and-plan.jpeg,product-management-initial-product-strategy-and-plan,2026-04-26,https://www.coursera.org/learn/product-management-initial-product-strategy-and-plan,192,7,12
Product Management: Developing and Delivering a New Product,N/A,N/A,149,"The course highlights how resources are assigned to design, create, and test the new product. The course also walks you through best practices to ensure a smooth transition from product development to product launch and delivery. Then, once the lifecycle of the product has come to an end, you will learn about how the Product Manager oversees retirement processes for the product. 

Throughout this course, several product management experts will share their insights and experiences in product management. Practice quizzes and graded quizzes will test your knowledge throughout. Also, you will put what you have learned to the test in a series of practical exercises that culminates in a final project allowing you to demonstrate real-word product management expertise. 

This course is suitable for anyone who aspires to apply for product management jobs. It requires no prior experience or knowledge of product management.",2 weeks at 10 hours a week,"Team Building, Product Planning, Product Lifecycle Management, Stakeholder Engagement, Product Requirements, Product Testing, Market Research, Commercialization, Market Analysis, Show all","Team Building, Product Planning, Product Lifecycle Management, Stakeholder Engagement, Product Requirements",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~product-management-developing-and-delivering-a-new-product/XDP~COURSE!~product-management-developing-and-delivering-a-new-product.jpeg,product-management-developing-and-delivering-a-new-product,2026-04-26,https://www.coursera.org/learn/product-management-developing-and-delivering-a-new-product,202,7,15
Introduction to Artificial Intelligence (AI),Rav Ahuja,N/A,22855,"This course covers core AI concepts, including deep learning, machine learning, and neural networks. You’ll examine generative AI models, including large language models (LLMs) and their capabilities. Further, you’ll analyze the applications of AI across domains, such as natural language processing (NLP), computer vision, and robotics, uncovering how these advancements drive innovation and use cases. 

 The course will help you discover how AI, especially generative AI, is reshaping business and work environments. You’ll also explore emerging career opportunities in this rapidly evolving field and gain insights into ethical considerations and AI governance that shape responsible innovation. 

The course includes hands-on labs and a project, providing a hands-on opportunity to explore AI’s use cases and applications. You will also hear from expert practitioners about the capabilities, applications, and ethical considerations surrounding AI. 

This course is suitable for everyone, including professionals, enthusiasts, and students interested in learning the fundamentals of AI.",1 week at 10 hours a week,"Responsible AI, LLM Application, Natural Language Processing, Risk Mitigation, Robotics, Generative Model Architectures, AI literacy","Responsible AI, LLM Application, Natural Language Processing, Risk Mitigation, Robotics",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~introduction-to-ai/XDP~COURSE!~introduction-to-ai.jpeg,introduction-to-ai,2026-04-26,https://www.coursera.org/learn/introduction-to-ai,308,12,13
Generative AI: Introduction and Applications,Rav Ahuja,N/A,4303,"It is your first step toward understanding the power of generative AI, driven by models such as large language models (LLMs). In this course, you will learn the fundamentals and evolution of generative AI, with additional readings and expert insights offering a deeper view of its history and advancements. You will explore its capabilities across text, image, audio, video, virtual worlds, code, and data, with key takeaways and enhanced summaries at the end of each section to reinforce learning. 

You will understand the applications of generative AI in industries such as IT, finance, healthcare, education, entertainment, and human resources. You will also discover the features of popular tools and models, including GPT, DALL-E, Stable Diffusion, and Synthesia. 

Hands-on labs provide opportunities to practice using IBM Generative AI Classroom and tools such as ChatGPT. You will also hear from industry practitioners sharing real-world insights. Interactive activities, podcasts, and scenario-based exercises help you apply concepts, while a final practical project consolidates your skills by generating and refining outputs across multiple formats.",N/A,"Generative Model Architectures, Augmented and Virtual Reality (AR/VR), Machine Learning, AI literacy, Data Synthesis, Artificial Intelligence and Machine Learning (AI/ML)","Generative Model Architectures, Augmented and Virtual Reality (AR/VR), Machine Learning, AI literacy, Data Synthesis",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~generative-ai-introduction-and-applications/XDP~COURSE!~generative-ai-introduction-and-applications.jpeg,generative-ai-introduction-and-applications,2026-04-26,https://www.coursera.org/learn/generative-ai-introduction-and-applications,93,7,5
Generative AI: Prompt Engineering Basics,N/A,N/A,7888,"This course is for professionals, executives, students, and AI enthusiasts ready to harness prompt engineering to unlock tools like ChatGPT. 

You’ll learn practical techniques, structured methods, and best practices for crafting strong prompts. Explore zero-shot and few-shot prompting to boost reliability and output quality. Discover advanced methods such as the Interview Pattern, Chain-of-Thought, and Tree-of-Thought to produce accurate, context-aware responses. 

Hands-on labs and projects provide experience with multimodal prompting, the playoff method, and image generation. You’ll practice blending text and visuals and evaluating AI outputs for precision and usefulness. 

Podcasts, dialogues, and discussions link theory to real-world scenarios, while expert insights highlight strategies for effective prompt use. A final project and graded assessments ensure you can apply these techniques with confidence, leaving you with practical, job-ready skills. 

Hear from practitioners about the techniques and artistry behind writing impactful prompts. Enroll today to master prompt engineering and unlock GenAI’s potential.",N/A,N/A,N/A,Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~generative-ai-prompt-engineering-for-everyone/XDP~COURSE!~generative-ai-prompt-engineering-for-everyone.jpeg,generative-ai-prompt-engineering-for-everyone,2026-04-26,https://www.coursera.org/learn/generative-ai-prompt-engineering-for-everyone,73,8,5
Generative AI: Foundation Models and Platforms,Rav Ahuja,N/A,327,"The course focuses on the core concepts and generative AI models that form the building blocks of generative AI. You will explore deep learning and large language models (LLMs). You will learn about GANs, VAEs, transformers, and diffusion models; the building blocks of generative AI. You will become familiar with the concept of foundation models. You will also learn about the capabilities of pre-trained models and platforms for AI application development and how foundation models use them to generate text, images, and code. You will explore different generative AI platforms like IBM watsonx and Hugging Face.    
 Hands-on labs, included in the course, provide an opportunity to explore the use cases of generative AI through the IBM generative AI classroom and platforms like IBM watsonx. In this course, you will explore different models, such as IBM Granite, OpenAI GPT, Google flan, and Meta Llama. You will also hear from expert practitioners about the capabilities, applications, and tools of generative AI.",N/A,"Deep Learning, Generative Model Architectures, Large Language Modeling","Deep Learning, Generative Model Architectures, Large Language Modeling",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~generative-ai-foundation-models-and-platforms/XDP~COURSE!~generative-ai-foundation-models-and-platforms.jpeg,generative-ai-foundation-models-and-platforms,2026-04-26,https://www.coursera.org/learn/generative-ai-foundation-models-and-platforms,64,12,5
Product Management: Building AI-Powered Products,N/A,N/A,176,"This course covers the AI product manager’s role in managing product lifecycles with AI. You will learn about the AI process and how to balance traditional and AI skills, build the right team, and communicate with stakeholders. You will also explore common challenges and reasons for AI project failures. Next, you will learn about the AI product development stages and product management phases. You will also understand AI’s impact across industries and review real-world use cases, commercialization strategies, and future trends.

Throughout this short self-paced course, you will be presented with instructional guidance through videos followed by hands-on labs to practice what you learn. You will also complete a final project to showcase your AI product manager skills.

Enroll now to master AI product management!",N/A,"Product Development, Return On Investment, Communication, Product Lifecycle Management, Team Building, Team Management, Artificial Intelligence, Stakeholder Communications, Show all","Product Development, Return On Investment, Communication, Product Lifecycle Management, Team Building",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~product-management-building-ai-powered-products/XDP~COURSE!~product-management-building-ai-powered-products.jpeg,product-management-building-ai-powered-products,2026-04-26,https://www.coursera.org/learn/product-management-building-ai-powered-products,92,7,9
Generative AI: Supercharge Your Product Management Career,N/A,N/A,175,"For example, an AI product manager must understand generative AI tools and models, ethical considerations, and their practical application over and above product management skills.

This course demonstrates how you can use generative AI tools, frameworks, and platforms to significantly increase or “supercharge” your overall product management effectiveness. You will learn to harness the power of Generative AI to improve your ability to ideate, design, develop, launch, and deliver products that are a customer’s delight while keeping ethical considerations in mind.

Throughout this course, you will apply the concepts learned in hands-on labs and a final project. You will use Generative AI tools and models like ChatGPT, DALL-E, Gemini, CoPilot, etc.

Enroll now and be part of that niche group of AI-enabled product managers!",1 week,"AI Product Strategy, AI Integrations, Product Lifecycle Management, Data Ethics, Ideation, Microsoft Copilot, AI Enablement, Responsible AI, Product Management, Customer experience improvement, Show all","AI Product Strategy, AI Integrations, Product Lifecycle Management, Data Ethics, Ideation",Intermediate,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~generative-ai-supercharge-your-product-management-career/XDP~COURSE!~generative-ai-supercharge-your-product-management-career.jpeg,generative-ai-supercharge-your-product-management-career,2026-04-26,https://www.coursera.org/learn/generative-ai-supercharge-your-product-management-career,128,9,7
AI for Brainstorming and Planning,Google Career Certificates,N/A,284,"By the end of this course, you will create:

• A strategic plan to validate your next big idea: Move from a rough concept to a data-backed market research plan in minutes.
• An actionable project roadmap: Instantly transform a simple brief into a detailed workback plan, complete with identified risks.
• A centralized project hub: Build a shareable resource in NotebookLM that provides instant answers and keeps your team informed and moving forward.",N/A,"AI Enablement, New Business Development, AI literacy, Responsible AI, AI Personalization, Artificial Intelligence, Product Automation","AI Enablement, New Business Development, AI literacy, Responsible AI, AI Personalization",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~google-ai-for-brainstorming-and-planning/XDP~COURSE!~google-ai-for-brainstorming-and-planning.jpeg,google-ai-for-brainstorming-and-planning,2026-04-26,https://www.coursera.org/learn/google-ai-for-brainstorming-and-planning,9,5,2
AI for Research and Insights,Google Career Certificates,N/A,172,"Need to get up to speed on complex topics, fast? In this course, you’ll transform AI into your strategic research partner to accelerate your learning and sharpen your decision-making. You’ll start by using Gemini Deep Research to analyze dozens of sources in minutes, moving from raw data to compelling visual reports instantly. Next, you’ll learn how to feed NotebookLM diverse sources—like PDFs and videos—to generate instant, actionable summaries. Finally, you’ll use meta-prompting techniques to build a custom Gem to simulate an expert persona, allowing you to pressure-test your ideas and gain new perspectives.",N/A,"Prompt Engineering Tools, Generative AI Agents, AI Personalization, Decision Support Systems, AI literacy, Responsible AI, Artificial Intelligence, AI Enablement, Prompt Patterns, Ideation","Prompt Engineering Tools, Generative AI Agents, AI Personalization, Decision Support Systems, AI literacy",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~google-ai-for-research-and-insights/XDP~COURSE!~google-ai-for-research-and-insights.jpeg,google-ai-for-research-and-insights,2026-04-26,https://www.coursera.org/learn/google-ai-for-research-and-insights,6,5,2
AI for Writing and Communicating,Google Career Certificates,N/A,130,"By the end of this course, you will create:

• An action plan: Use Gemini in Meet to capture meeting notes and key decisions, then transform them into a shareable report with clear next steps.
• A stakeholder cheat sheet: Prompt Gemini to simulate a stakeholder’s perspective to help you identify gaps in your work and prepare for high-stakes reviews.
• Tailored communications: Use Gemini Canvas to quickly transform one document into multiple formats, such as a formal memo for leadership and a brief update for your team.
• A polished pitch: Practice your talking points with Gemini Live to get instant feedback and improve your delivery for important conversations, like a sales pitch or formal feedback.",N/A,"Report Writing, AI Enablement, Stakeholder Analysis, Artificial Intelligence, AI Personalization, Management Reporting, Public Speaking, Responsible AI, Persona Development, AI literacy","Report Writing, AI Enablement, Stakeholder Analysis, Artificial Intelligence, AI Personalization",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~google-ai-for-writing-and-communicating/XDP~COURSE!~google-ai-for-writing-and-communicating.jpeg,google-ai-for-writing-and-communicating,2026-04-26,https://www.coursera.org/learn/google-ai-for-writing-and-communicating,11,6,2
AI for Content Creation,Google Career Certificates,N/A,137,"By the end of this course, you will create:

• Custom marketing assets: Move from promotional concept to reality by using image and video generation models. 
• A slide deck from any document: Use Gemini Canvas to instantly turn dense reports or notes into a structured presentation outline, tailored for any audience.
• An engaging presentation: Use Gemini in Google Slides to to translate your vision into professional designs and formatting, creating a polished deck in minutes.
• A creative review: Act as the lead designer by using AI to establish brand guidelines and generate actionable feedback to refine your work.",N/A,"AI Enablement, Multimodal Prompts, Artificial Intelligence, AI powered creativity, AI Personalization, Visual Storytelling, AI literacy, Responsible AI, Creative Design","AI Enablement, Multimodal Prompts, Artificial Intelligence, AI powered creativity, AI Personalization",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~google-ai-for-content-creation/XDP~COURSE!~google-ai-for-content-creation.jpeg,google-ai-for-content-creation,2026-04-26,https://www.coursera.org/learn/google-ai-for-content-creation,5,6,2
AI for Data Analysis,Google Career Certificates,N/A,179,"By the end of this course, you will create:

• Success metrics you can stand by: Use Gemini to define exactly what to measure for your project so you can present your results with confidence.
• A structured dataset: Clean and organize messy information into a structured Google Sheets table that is ready for immediate analysis.
• Data visualizations and formulas: Use natural language to generate spreadsheet functions and create charts that visualize your findings to drive evidence-based decisions.
• Business performance simulator: Use Gemini Canvas to transform static data into an interactive tool, so you can ""test-drive"" changes and visualize their ripple effects in real time.",N/A,"Interactive Data Visualization, Data Presentation, Responsible AI, Performance Measurement, Data Wrangling, Performance Analysis, AI Personalization, Simulation and Simulation Software, Show all","Interactive Data Visualization, Data Presentation, Responsible AI, Performance Measurement, Data Wrangling",Beginner,570000,https://s3.amazonaws.com/coursera_assets/meta_images/generated/XDP/XDP~COURSE!~google-ai-for-data-analysis/XDP~COURSE!~google-ai-for-data-analysis.jpeg,google-ai-for-data-analysis,2026-04-26,https://www.coursera.org/learn/google-ai-for-data-analysis,4,6,2
